tw	tg	b	h	lambda	k	chi	range	prec	type
9	999	60.9	7	100	2	1.0	0.1	5	GDR
9	999	61.5	7	100	2	1.0	0.1	5	GDR
9	999	55.5	7	100	2	1.0	0.1	5	GDR
9	999	57.0	7	100	2	1.0	0.1	5	GDR
9	999	60.9	7	100	2	1.0	0.1	5	GDR
9	999	54.4	7	100	2	1.0	0.1	5	GDR
9	999	56.8	7	100	2	1.0	0.1	5	GDR
9	999	60.8	7	100	2	1.0	0.1	5	GDR
9	999	56.4	7	100	2	1.0	0.1	5	GDR
9	999	55.9	7	100	2	1.0	0.1	5	GDR
9	999	62.1	7	100	2	1.0	0.1	5	GDR
9	999	58.6	7	100	2	1.0	0.1	5	GDR
9	999	60.8	7	100	2	1.0	0.1	5	GDR
9	999	59.9	7	100	2	1.0	0.1	5	GDR
9	999	61.4	7	100	2	1.0	0.1	5	GDR
9	999	57.9	7	100	2	1.0	0.1	5	GDR
9	999	56.2	7	100	2	1.0	0.1	5	GDR
9	999	53.8	7	100	2	1.0	0.1	5	GDR
9	999	62.7	7	100	2	1.0	0.1	5	GDR
9	999	63.2	7	100	2	1.0	0.1	5	GDR
9	999	65.4	7	100	2	1.0	0.1	5	GDR
9	999	62.7	7	100	2	1.0	0.1	5	GDR
9	999	62.0	7	100	2	1.0	0.1	5	GDR
9	999	58.8	7	100	2	1.0	0.1	5	GDR
9	999	55.3	7	100	2	1.0	0.1	5	GDR
9	999	56.1	7	100	2	1.0	0.1	5	GDR
9	999	59.0	7	100	2	1.0	0.1	5	GDR
9	999	57.3	7	100	2	1.0	0.1	5	GDR
9	999	57.7	7	100	2	1.0	0.1	5	GDR
9	999	57.4	7	100	2	1.0	0.1	5	GDR
9	999	62.4	7	100	2	1.0	0.1	5	GDR
9	999	63.2	7	100	2	1.0	0.1	5	GDR
9	999	63.7	7	100	2	1.0	0.1	5	GDR
9	999	61.5	7	100	2	1.0	0.1	5	GDR
9	999	58.8	7	100	2	1.0	0.1	5	GDR
9	999	58.7	7	100	2	1.0	0.1	5	GDR
9	999	64.1	7	100	2	1.0	0.1	5	GDR
9	999	58.9	7	100	2	1.0	0.1	5	GDR
9	999	57.0	7	100	2	1.0	0.1	5	GDR
9	999	62.5	7	100	2	1.0	0.1	5	GDR
9	999	60.2	7	100	2	1.0	0.1	5	GDR
9	999	59.1	7	100	2	1.0	0.1	5	GDR
9	999	59.5	7	100	2	1.0	0.1	5	GDR
9	999	60.0	7	100	2	1.0	0.1	5	GDR
9	999	60.8	7	100	2	1.0	0.1	5	GDR
9	999	59.7	7	100	2	1.0	0.1	5	GDR
9	999	59.8	7	100	2	1.0	0.1	5	GDR
9	999	55.8	7	100	2	1.0	0.1	5	GDR
9	999	58.1	7	100	2	1.0	0.1	5	GDR
9	999	62.2	7	100	2	1.0	0.1	5	GDR
9	999	57.3	7	100	2	1.0	0.1	5	GDR
9	999	57.4	7	100	2	1.0	0.1	5	GDR
9	999	61.8	7	100	2	1.0	0.1	5	GDR
9	999	57.1	7	100	2	1.0	0.1	5	GDR
9	999	58.6	7	100	2	1.0	0.1	5	GDR
9	999	58.5	7	100	2	1.0	0.1	5	GDR
9	999	57.3	7	100	2	1.0	0.1	5	GDR
9	999	61.9	7	100	2	1.0	0.1	5	GDR
9	999	60.7	7	100	2	1.0	0.1	5	GDR
9	999	62.1	7	100	2	1.0	0.1	5	GDR
9	999	60.4	7	100	2	1.0	0.1	5	GDR
9	999	59.1	7	100	2	1.0	0.1	5	GDR
9	999	59.6	7	100	2	1.0	0.1	5	GDR
9	999	61.0	7	100	2	1.0	0.1	5	GDR
9	999	56.7	7	100	2	1.0	0.1	5	GDR
9	999	56.3	7	100	2	1.0	0.1	5	GDR
9	999	61.3	7	100	2	1.0	0.1	5	GDR
9	999	59.5	7	100	2	1.0	0.1	5	GDR
9	999	59.5	7	100	2	1.0	0.1	5	GDR
9	999	61.3	7	100	2	1.0	0.1	5	GDR
9	999	59.7	7	100	2	1.0	0.1	5	GDR
9	999	55.2	7	100	2	1.0	0.1	5	GDR
9	999	61.7	7	100	2	1.0	0.1	5	GDR
9	999	58.7	7	100	2	1.0	0.1	5	GDR
9	999	62.2	7	100	2	1.0	0.1	5	GDR
9	999	57.4	7	100	2	1.0	0.1	5	GDR
