n	chi	lambda	k	t	fbest
200	2.5	100	2	1469	200
200	2.5	100	2	63	200
200	2.5	100	2	2276	200
200	2.5	100	2	395	200
200	2.5	100	2	1276	200
200	2.5	100	2	3952	200
200	2.5	100	2	1449	200
200	2.5	100	2	1617	200
200	2.5	100	2	144	200
200	2.5	100	2	3265	200
200	2.5	100	2	2561	200
200	2.625	100	2	1072	200
200	2.625	100	2	3531	200
200	2.625	100	2	1523	200
200	2.625	100	2	2451	200
200	2.625	100	2	3058	200
200	2.625	100	2	1734	200
200	2.625	100	2	8842	200
200	2.625	100	2	13146	200
200	2.625	100	2	2887	200
200	2.625	100	2	7444	200
200	2.625	100	2	2792	200
200	2.625	100	2	388	200
200	2.625	100	2	2470	200
200	2.625	100	2	394	200
200	2.625	100	2	2519	200
200	2.625	100	2	3960	200
200	2.625	100	2	3757	200
200	2.625	100	2	728	200
200	2.625	100	2	122	200
200	2.625	100	2	4789	200
200	2.625	100	2	2748	200
200	2.625	100	2	428	200
200	2.625	100	2	8448	200
200	2.625	100	2	1814	200
200	2.625	100	2	6600	200
200	2.625	100	2	4357	200
200	2.625	100	2	4898	200
200	2.625	100	2	6785	200
200	2.625	100	2	2178	200
200	2.625	100	2	213	200
200	2.625	100	2	2781	200
200	2.625	100	2	4669	200
200	2.625	100	2	10179	200
200	2.625	100	2	5136	200
200	2.625	100	2	5143	200
200	2.625	100	2	3716	200
200	2.625	100	2	2135	200
200	2.625	100	2	3688	200
200	2.625	100	2	267	200
200	2.625	100	2	391	200
200	2.625	100	2	2050	200
200	2.625	100	2	4065	200
200	2.625	100	2	967	200
200	2.625	100	2	2942	200
200	2.625	100	2	20000	0
200	2.625	100	2	13345	200
200	2.625	100	2	608	200
200	2.625	100	2	10045	200
200	2.625	100	2	330	200
200	2.625	100	2	5071	200
200	2.625	100	2	113	200
200	2.625	100	2	2932	200
200	2.625	100	2	695	200
200	2.625	100	2	13196	200
200	2.625	100	2	20000	0
200	2.625	100	2	1659	200
200	2.625	100	2	529	200
200	2.625	100	2	1769	200
200	2.625	100	2	983	200
200	2.625	100	2	6034	200
200	2.625	100	2	946	200
200	2.625	100	2	5705	200
200	2.625	100	2	3643	200
200	2.625	100	2	1529	200
200	2.625	100	2	2642	200
200	2.625	100	2	5494	200
200	2.625	100	2	2948	200
200	2.625	100	2	6494	200
200	2.625	100	2	570	200
200	2.625	100	2	1299	200
200	2.625	100	2	868	200
200	2.625	100	2	2761	200
200	2.625	100	2	2351	200
200	2.625	100	2	129	200
200	2.625	100	2	3772	200
200	2.625	100	2	8923	200
200	2.625	100	2	697	200
200	2.625	100	2	4470	200
200	2.625	100	2	1371	200
200	2.625	100	2	1158	200
200	2.625	100	2	3196	200
200	2.625	100	2	4946	200
200	2.625	100	2	941	200
200	2.625	100	2	547	200
200	2.625	100	2	929	200
200	2.625	100	2	673	200
200	2.625	100	2	2072	200
200	2.625	100	2	1761	200
200	2.625	100	2	806	200
200	2.625	100	2	2448	200
200	2.625	100	2	8794	200
200	2.625	100	2	6314	200
200	2.625	100	2	20000	0
200	2.625	100	2	794	200
200	2.625	100	2	306	200
200	2.625	100	2	2951	200
200	2.625	100	2	1948	200
200	2.625	100	2	8332	200
200	2.625	100	2	2526	200
200	2.625	100	2	6257	200
200	2.75	100	2	10704	200
200	2.75	100	2	20000	0
200	2.75	100	2	20000	0
200	2.75	100	2	12044	200
200	2.75	100	2	20000	0
200	2.75	100	2	6732	200
200	2.75	100	2	20000	0
200	2.75	100	2	12963	200
200	2.75	100	2	6365	200
200	2.75	100	2	3847	200
200	2.75	100	2	7490	200
200	2.75	100	2	20000	0
200	2.75	100	2	4385	200
200	2.75	100	2	793	200
200	2.75	100	2	6081	200
200	2.75	100	2	20000	0
200	2.75	100	2	8900	200
200	2.75	100	2	3596	200
200	2.75	100	2	6045	200
200	2.75	100	2	12624	200
200	2.75	100	2	20000	0
200	2.75	100	2	9479	200
200	2.75	100	2	3025	200
200	2.75	100	2	13285	200
200	2.75	100	2	20000	0
200	2.75	100	2	12335	200
200	2.75	100	2	20000	0
200	2.75	100	2	20000	0
200	2.75	100	2	1786	200
200	2.75	100	2	10396	200
200	2.75	100	2	1647	200
200	2.75	100	2	1364	200
200	2.75	100	2	6037	200
200	2.75	100	2	20000	0
200	2.75	100	2	3802	200
200	2.75	100	2	1619	200
200	2.75	100	2	20000	0
200	2.75	100	2	20000	0
200	2.75	100	2	17578	200
200	2.75	100	2	11959	200
200	2.75	100	2	2911	200
200	2.75	100	2	6424	200
200	2.75	100	2	20000	0
200	2.75	100	2	20000	0
200	2.75	100	2	5490	200
200	2.75	100	2	7702	200
200	2.75	100	2	1599	200
200	2.75	100	2	20000	0
200	2.75	100	2	3644	200
200	2.75	100	2	20000	0
200	2.75	100	2	6140	200
200	2.75	100	2	20000	0
200	2.75	100	2	14353	200
200	2.75	100	2	7997	200
200	2.75	100	2	4845	200
200	2.75	100	2	19396	200
200	2.75	100	2	5876	200
200	2.75	100	2	20000	0
200	2.75	100	2	17444	200
200	2.75	100	2	12323	200
200	2.75	100	2	20000	0
200	2.75	100	2	9588	200
200	2.75	100	2	20000	0
200	2.75	100	2	1784	200
200	2.75	100	2	9961	200
200	2.75	100	2	7274	200
200	2.75	100	2	18368	200
200	2.75	100	2	6918	200
200	2.75	100	2	15325	200
200	2.75	100	2	20000	0
200	2.75	100	2	20000	0
200	2.75	100	2	20000	0
200	2.75	100	2	20000	0
200	2.75	100	2	255	200
200	2.75	100	2	1238	200
200	2.75	100	2	18267	200
200	2.75	100	2	20000	0
200	2.75	100	2	10777	200
200	2.75	100	2	20000	0
200	2.75	100	2	4704	200
200	2.75	100	2	20000	0
200	2.75	100	2	15432	200
200	2.75	100	2	20000	0
200	2.75	100	2	7022	200
200	2.75	100	2	3450	200
200	2.75	100	2	7359	200
200	2.75	100	2	13303	200
200	2.75	100	2	13652	200
200	2.75	100	2	2087	200
200	2.75	100	2	2711	200
200	2.75	100	2	20000	0
200	2.75	100	2	4077	200
200	2.75	100	2	16971	200
200	2.75	100	2	20000	0
200	2.75	100	2	18462	200
200	2.75	100	2	3480	200
200	2.75	100	2	3986	200
200	2.75	100	2	13242	200
200	2.75	100	2	8736	200
200	2.75	100	2	513	200
200	2.875	100	2	13552	200
200	2.875	100	2	8572	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	11730	200
200	2.875	100	2	20000	0
200	2.875	100	2	1357	200
200	2.875	100	2	20000	0
200	2.875	100	2	17713	200
200	2.875	100	2	9953	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	12002	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	11511	200
200	2.875	100	2	20000	0
200	2.875	100	2	10797	200
200	2.875	100	2	11084	200
200	2.875	100	2	603	200
200	2.875	100	2	20000	0
200	2.875	100	2	860	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	17049	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	9501	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	9052	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	16958	200
200	2.875	100	2	20000	0
200	2.875	100	2	12727	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	12815	200
200	2.875	100	2	20000	0
200	2.875	100	2	3894	200
200	2.875	100	2	20000	0
200	2.875	100	2	5886	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	5023	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	609	200
200	2.875	100	2	20000	0
200	2.875	100	2	4372	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	17716	200
200	2.875	100	2	14134	200
200	2.875	100	2	16181	200
200	2.875	100	2	17111	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	861	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	7194	200
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	20000	0
200	2.875	100	2	2584	200
200	2.875	100	2	2036	200
200	2.875	100	2	3313	200
200	2.875	100	2	2358	200
