n	chi	lambda	k	t	fbest
110	0.6	100	2	24	110
110	0.6	100	2	22	110
110	0.6	100	2	25	110
110	0.6	100	2	20	110
110	0.6	100	2	24	110
110	0.6	100	2	22	110
110	0.6	100	2	21	110
110	0.6	100	2	25	110
110	0.6	100	2	24	110
115	0.6	100	2	23	115
115	0.6	100	2	22	115
115	0.6	100	2	22	115
115	0.6	100	2	22	115
115	0.6	100	2	23	115
115	0.6	100	2	20	115
115	0.6	100	2	28	115
115	0.6	100	2	20	115
115	0.6	100	2	20	115
115	0.6	100	2	22	115
115	0.6	100	2	22	115
115	0.6	100	2	21	115
115	0.6	100	2	24	115
115	0.6	100	2	23	115
115	0.6	100	2	22	115
115	0.6	100	2	22	115
115	0.6	100	2	25	115
115	0.6	100	2	23	115
115	0.6	100	2	21	115
115	0.6	100	2	23	115
115	0.6	100	2	24	115
115	0.6	100	2	21	115
115	0.6	100	2	21	115
115	0.6	100	2	26	115
115	0.6	100	2	24	115
115	0.6	100	2	24	115
115	0.6	100	2	19	115
115	0.6	100	2	24	115
115	0.6	100	2	23	115
115	0.6	100	2	20	115
115	0.6	100	2	21	115
115	0.6	100	2	22	115
115	0.6	100	2	25	115
115	0.6	100	2	24	115
115	0.6	100	2	23	115
115	0.6	100	2	23	115
115	0.6	100	2	22	115
115	0.6	100	2	22	115
115	0.6	100	2	25	115
115	0.6	100	2	19	115
115	0.6	100	2	21	115
115	0.6	100	2	23	115
115	0.6	100	2	25	115
115	0.6	100	2	22	115
115	0.6	100	2	19	115
115	0.6	100	2	23	115
115	0.6	100	2	23	115
115	0.6	100	2	24	115
115	0.6	100	2	21	115
115	0.6	100	2	25	115
115	0.6	100	2	21	115
115	0.6	100	2	21	115
115	0.6	100	2	24	115
115	0.6	100	2	23	115
115	0.6	100	2	22	115
115	0.6	100	2	25	115
115	0.6	100	2	23	115
115	0.6	100	2	21	115
115	0.6	100	2	25	115
115	0.6	100	2	21	115
115	0.6	100	2	25	115
115	0.6	100	2	25	115
115	0.6	100	2	22	115
115	0.6	100	2	23	115
115	0.6	100	2	22	115
115	0.6	100	2	22	115
115	0.6	100	2	21	115
115	0.6	100	2	24	115
115	0.6	100	2	25	115
115	0.6	100	2	26	115
115	0.6	100	2	22	115
115	0.6	100	2	23	115
115	0.6	100	2	22	115
115	0.6	100	2	21	115
115	0.6	100	2	24	115
115	0.6	100	2	25	115
115	0.6	100	2	25	115
115	0.6	100	2	25	115
115	0.6	100	2	23	115
115	0.6	100	2	20	115
115	0.6	100	2	22	115
115	0.6	100	2	21	115
115	0.6	100	2	22	115
115	0.6	100	2	20	115
115	0.6	100	2	25	115
115	0.6	100	2	24	115
115	0.6	100	2	21	115
115	0.6	100	2	23	115
115	0.6	100	2	21	115
115	0.6	100	2	23	115
115	0.6	100	2	21	115
115	0.6	100	2	22	115
115	0.6	100	2	19	115
115	0.6	100	2	21	115
115	0.6	100	2	25	115
115	0.6	100	2	21	115
115	0.6	100	2	20	115
115	0.6	100	2	23	115
115	0.6	100	2	24	115
115	0.6	100	2	23	115
120	0.6	100	2	21	120
120	0.6	100	2	21	120
120	0.6	100	2	25	120
120	0.6	100	2	25	120
120	0.6	100	2	22	120
120	0.6	100	2	38	120
120	0.6	100	2	23	120
120	0.6	100	2	27	120
120	0.6	100	2	25	120
120	0.6	100	2	25	120
120	0.6	100	2	25	120
120	0.6	100	2	23	120
120	0.6	100	2	22	120
120	0.6	100	2	20	120
120	0.6	100	2	25	120
120	0.6	100	2	24	120
120	0.6	100	2	24	120
120	0.6	100	2	22	120
120	0.6	100	2	23	120
120	0.6	100	2	22	120
120	0.6	100	2	21	120
120	0.6	100	2	24	120
120	0.6	100	2	23	120
120	0.6	100	2	24	120
120	0.6	100	2	21	120
120	0.6	100	2	24	120
120	0.6	100	2	25	120
120	0.6	100	2	26	120
120	0.6	100	2	21	120
120	0.6	100	2	23	120
120	0.6	100	2	24	120
120	0.6	100	2	20	120
120	0.6	100	2	22	120
120	0.6	100	2	23	120
120	0.6	100	2	23	120
120	0.6	100	2	23	120
120	0.6	100	2	23	120
120	0.6	100	2	28	120
120	0.6	100	2	21	120
120	0.6	100	2	21	120
120	0.6	100	2	23	120
120	0.6	100	2	23	120
120	0.6	100	2	23	120
120	0.6	100	2	23	120
120	0.6	100	2	23	120
120	0.6	100	2	22	120
120	0.6	100	2	22	120
120	0.6	100	2	24	120
120	0.6	100	2	24	120
120	0.6	100	2	22	120
120	0.6	100	2	24	120
120	0.6	100	2	22	120
120	0.6	100	2	24	120
120	0.6	100	2	21	120
120	0.6	100	2	23	120
120	0.6	100	2	26	120
120	0.6	100	2	29	120
120	0.6	100	2	22	120
120	0.6	100	2	22	120
120	0.6	100	2	24	120
120	0.6	100	2	24	120
120	0.6	100	2	21	120
120	0.6	100	2	23	120
120	0.6	100	2	25	120
120	0.6	100	2	22	120
120	0.6	100	2	24	120
120	0.6	100	2	26	120
120	0.6	100	2	23	120
120	0.6	100	2	28	120
120	0.6	100	2	24	120
120	0.6	100	2	25	120
120	0.6	100	2	22	120
120	0.6	100	2	26	120
120	0.6	100	2	23	120
120	0.6	100	2	20	120
120	0.6	100	2	25	120
120	0.6	100	2	25	120
120	0.6	100	2	22	120
120	0.6	100	2	26	120
120	0.6	100	2	22	120
120	0.6	100	2	24	120
120	0.6	100	2	23	120
120	0.6	100	2	27	120
120	0.6	100	2	24	120
120	0.6	100	2	23	120
120	0.6	100	2	23	120
120	0.6	100	2	21	120
120	0.6	100	2	22	120
120	0.6	100	2	22	120
120	0.6	100	2	22	120
120	0.6	100	2	24	120
120	0.6	100	2	22	120
120	0.6	100	2	23	120
120	0.6	100	2	22	120
120	0.6	100	2	23	120
120	0.6	100	2	23	120
120	0.6	100	2	24	120
120	0.6	100	2	22	120
120	0.6	100	2	24	120
120	0.6	100	2	21	120
125	0.6	100	2	24	125
125	0.6	100	2	23	125
125	0.6	100	2	28	125
125	0.6	100	2	25	125
125	0.6	100	2	26	125
125	0.6	100	2	24	125
125	0.6	100	2	23	125
125	0.6	100	2	24	125
125	0.6	100	2	26	125
125	0.6	100	2	21	125
125	0.6	100	2	25	125
125	0.6	100	2	23	125
125	0.6	100	2	23	125
125	0.6	100	2	23	125
125	0.6	100	2	25	125
125	0.6	100	2	24	125
125	0.6	100	2	24	125
125	0.6	100	2	26	125
125	0.6	100	2	22	125
125	0.6	100	2	24	125
125	0.6	100	2	24	125
125	0.6	100	2	24	125
125	0.6	100	2	25	125
125	0.6	100	2	33	125
125	0.6	100	2	27	125
125	0.6	100	2	22	125
125	0.6	100	2	26	125
125	0.6	100	2	26	125
125	0.6	100	2	24	125
125	0.6	100	2	23	125
125	0.6	100	2	27	125
125	0.6	100	2	24	125
125	0.6	100	2	26	125
125	0.6	100	2	26	125
125	0.6	100	2	26	125
125	0.6	100	2	23	125
125	0.6	100	2	25	125
125	0.6	100	2	25	125
125	0.6	100	2	25	125
125	0.6	100	2	27	125
125	0.6	100	2	24	125
125	0.6	100	2	23	125
125	0.6	100	2	28	125
125	0.6	100	2	26	125
125	0.6	100	2	25	125
125	0.6	100	2	25	125
125	0.6	100	2	23	125
125	0.6	100	2	23	125
125	0.6	100	2	26	125
125	0.6	100	2	27	125
125	0.6	100	2	23	125
125	0.6	100	2	25	125
125	0.6	100	2	26	125
125	0.6	100	2	30	125
125	0.6	100	2	21	125
125	0.6	100	2	25	125
125	0.6	100	2	25	125
125	0.6	100	2	24	125
125	0.6	100	2	27	125
125	0.6	100	2	21	125
125	0.6	100	2	24	125
125	0.6	100	2	26	125
125	0.6	100	2	25	125
125	0.6	100	2	22	125
125	0.6	100	2	24	125
125	0.6	100	2	23	125
125	0.6	100	2	25	125
125	0.6	100	2	24	125
125	0.6	100	2	27	125
125	0.6	100	2	25	125
125	0.6	100	2	24	125
125	0.6	100	2	27	125
125	0.6	100	2	24	125
125	0.6	100	2	23	125
125	0.6	100	2	26	125
125	0.6	100	2	23	125
125	0.6	100	2	24	125
125	0.6	100	2	24	125
125	0.6	100	2	36	125
125	0.6	100	2	25	125
125	0.6	100	2	25	125
125	0.6	100	2	22	125
125	0.6	100	2	23	125
125	0.6	100	2	21	125
125	0.6	100	2	24	125
125	0.6	100	2	27	125
125	0.6	100	2	22	125
125	0.6	100	2	23	125
125	0.6	100	2	23	125
125	0.6	100	2	28	125
125	0.6	100	2	26	125
125	0.6	100	2	27	125
125	0.6	100	2	24	125
125	0.6	100	2	26	125
125	0.6	100	2	24	125
125	0.6	100	2	22	125
125	0.6	100	2	24	125
125	0.6	100	2	25	125
125	0.6	100	2	24	125
125	0.6	100	2	24	125
130	0.6	100	2	26	130
130	0.6	100	2	25	130
130	0.6	100	2	24	130
130	0.6	100	2	31	130
130	0.6	100	2	25	130
130	0.6	100	2	25	130
130	0.6	100	2	26	130
130	0.6	100	2	25	130
130	0.6	100	2	23	130
130	0.6	100	2	27	130
130	0.6	100	2	22	130
130	0.6	100	2	32	130
130	0.6	100	2	25	130
130	0.6	100	2	27	130
130	0.6	100	2	27	130
130	0.6	100	2	23	130
130	0.6	100	2	24	130
130	0.6	100	2	24	130
130	0.6	100	2	22	130
130	0.6	100	2	23	130
130	0.6	100	2	27	130
130	0.6	100	2	25	130
130	0.6	100	2	26	130
130	0.6	100	2	22	130
130	0.6	100	2	24	130
130	0.6	100	2	25	130
130	0.6	100	2	25	130
130	0.6	100	2	24	130
130	0.6	100	2	28	130
130	0.6	100	2	27	130
130	0.6	100	2	26	130
130	0.6	100	2	28	130
130	0.6	100	2	25	130
130	0.6	100	2	25	130
130	0.6	100	2	21	130
130	0.6	100	2	23	130
130	0.6	100	2	23	130
130	0.6	100	2	27	130
130	0.6	100	2	25	130
130	0.6	100	2	25	130
130	0.6	100	2	27	130
130	0.6	100	2	25	130
130	0.6	100	2	27	130
130	0.6	100	2	25	130
130	0.6	100	2	23	130
130	0.6	100	2	23	130
130	0.6	100	2	23	130
130	0.6	100	2	25	130
130	0.6	100	2	25	130
130	0.6	100	2	26	130
130	0.6	100	2	26	130
130	0.6	100	2	21	130
130	0.6	100	2	24	130
130	0.6	100	2	22	130
130	0.6	100	2	22	130
130	0.6	100	2	21	130
130	0.6	100	2	22	130
130	0.6	100	2	29	130
130	0.6	100	2	22	130
130	0.6	100	2	25	130
130	0.6	100	2	26	130
130	0.6	100	2	26	130
130	0.6	100	2	24	130
130	0.6	100	2	24	130
130	0.6	100	2	25	130
130	0.6	100	2	23	130
130	0.6	100	2	23	130
130	0.6	100	2	25	130
130	0.6	100	2	29	130
130	0.6	100	2	24	130
130	0.6	100	2	24	130
130	0.6	100	2	24	130
130	0.6	100	2	26	130
130	0.6	100	2	26	130
130	0.6	100	2	24	130
130	0.6	100	2	25	130
130	0.6	100	2	29	130
130	0.6	100	2	28	130
130	0.6	100	2	26	130
130	0.6	100	2	25	130
130	0.6	100	2	22	130
130	0.6	100	2	22	130
130	0.6	100	2	25	130
130	0.6	100	2	27	130
130	0.6	100	2	26	130
130	0.6	100	2	24	130
130	0.6	100	2	24	130
130	0.6	100	2	22	130
130	0.6	100	2	25	130
130	0.6	100	2	27	130
130	0.6	100	2	26	130
130	0.6	100	2	24	130
130	0.6	100	2	27	130
130	0.6	100	2	28	130
130	0.6	100	2	24	130
130	0.6	100	2	26	130
130	0.6	100	2	23	130
130	0.6	100	2	25	130
130	0.6	100	2	25	130
130	0.6	100	2	24	130
135	0.6	100	2	27	135
135	0.6	100	2	25	135
135	0.6	100	2	30	135
135	0.6	100	2	26	135
135	0.6	100	2	27	135
135	0.6	100	2	24	135
135	0.6	100	2	26	135
135	0.6	100	2	24	135
135	0.6	100	2	26	135
135	0.6	100	2	25	135
135	0.6	100	2	27	135
135	0.6	100	2	24	135
135	0.6	100	2	26	135
135	0.6	100	2	27	135
135	0.6	100	2	23	135
135	0.6	100	2	25	135
135	0.6	100	2	25	135
135	0.6	100	2	27	135
135	0.6	100	2	26	135
135	0.6	100	2	21	135
135	0.6	100	2	26	135
135	0.6	100	2	27	135
135	0.6	100	2	24	135
135	0.6	100	2	26	135
135	0.6	100	2	26	135
135	0.6	100	2	24	135
135	0.6	100	2	27	135
135	0.6	100	2	26	135
135	0.6	100	2	24	135
135	0.6	100	2	23	135
135	0.6	100	2	28	135
135	0.6	100	2	24	135
135	0.6	100	2	26	135
135	0.6	100	2	26	135
135	0.6	100	2	25	135
135	0.6	100	2	31	135
135	0.6	100	2	25	135
135	0.6	100	2	25	135
135	0.6	100	2	26	135
135	0.6	100	2	27	135
135	0.6	100	2	23	135
135	0.6	100	2	27	135
135	0.6	100	2	22	135
135	0.6	100	2	27	135
135	0.6	100	2	25	135
135	0.6	100	2	24	135
135	0.6	100	2	26	135
135	0.6	100	2	25	135
135	0.6	100	2	26	135
135	0.6	100	2	24	135
135	0.6	100	2	27	135
135	0.6	100	2	27	135
135	0.6	100	2	24	135
135	0.6	100	2	26	135
135	0.6	100	2	24	135
135	0.6	100	2	24	135
135	0.6	100	2	24	135
135	0.6	100	2	24	135
135	0.6	100	2	26	135
135	0.6	100	2	25	135
135	0.6	100	2	26	135
135	0.6	100	2	26	135
135	0.6	100	2	28	135
135	0.6	100	2	25	135
135	0.6	100	2	28	135
135	0.6	100	2	24	135
135	0.6	100	2	25	135
135	0.6	100	2	29	135
135	0.6	100	2	25	135
135	0.6	100	2	22	135
135	0.6	100	2	24	135
135	0.6	100	2	26	135
135	0.6	100	2	34	135
135	0.6	100	2	26	135
135	0.6	100	2	27	135
135	0.6	100	2	25	135
135	0.6	100	2	27	135
135	0.6	100	2	25	135
135	0.6	100	2	26	135
135	0.6	100	2	23	135
135	0.6	100	2	25	135
135	0.6	100	2	30	135
135	0.6	100	2	25	135
135	0.6	100	2	26	135
135	0.6	100	2	25	135
135	0.6	100	2	27	135
135	0.6	100	2	25	135
135	0.6	100	2	24	135
135	0.6	100	2	25	135
135	0.6	100	2	24	135
135	0.6	100	2	25	135
135	0.6	100	2	27	135
135	0.6	100	2	24	135
135	0.6	100	2	25	135
135	0.6	100	2	27	135
135	0.6	100	2	25	135
135	0.6	100	2	25	135
135	0.6	100	2	24	135
135	0.6	100	2	25	135
135	0.6	100	2	23	135
140	0.6	100	2	28	140
140	0.6	100	2	26	140
140	0.6	100	2	24	140
140	0.6	100	2	25	140
140	0.6	100	2	28	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	29	140
140	0.6	100	2	32	140
140	0.6	100	2	31	140
140	0.6	100	2	25	140
140	0.6	100	2	28	140
140	0.6	100	2	26	140
140	0.6	100	2	26	140
140	0.6	100	2	30	140
140	0.6	100	2	25	140
140	0.6	100	2	29	140
140	0.6	100	2	27	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	33	140
140	0.6	100	2	31	140
140	0.6	100	2	26	140
140	0.6	100	2	24	140
140	0.6	100	2	26	140
140	0.6	100	2	28	140
140	0.6	100	2	26	140
140	0.6	100	2	27	140
140	0.6	100	2	26	140
140	0.6	100	2	28	140
140	0.6	100	2	32	140
140	0.6	100	2	26	140
140	0.6	100	2	27	140
140	0.6	100	2	26	140
140	0.6	100	2	27	140
140	0.6	100	2	28	140
140	0.6	100	2	28	140
140	0.6	100	2	27	140
140	0.6	100	2	25	140
140	0.6	100	2	27	140
140	0.6	100	2	26	140
140	0.6	100	2	26	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	23	140
140	0.6	100	2	25	140
140	0.6	100	2	27	140
140	0.6	100	2	24	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	29	140
140	0.6	100	2	26	140
140	0.6	100	2	27	140
140	0.6	100	2	25	140
140	0.6	100	2	26	140
140	0.6	100	2	27	140
140	0.6	100	2	28	140
140	0.6	100	2	23	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	28	140
140	0.6	100	2	24	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	26	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	27	140
140	0.6	100	2	25	140
140	0.6	100	2	22	140
140	0.6	100	2	26	140
140	0.6	100	2	27	140
140	0.6	100	2	29	140
140	0.6	100	2	23	140
140	0.6	100	2	28	140
140	0.6	100	2	27	140
140	0.6	100	2	32	140
140	0.6	100	2	26	140
140	0.6	100	2	27	140
140	0.6	100	2	27	140
140	0.6	100	2	26	140
140	0.6	100	2	25	140
140	0.6	100	2	25	140
140	0.6	100	2	26	140
140	0.6	100	2	24	140
140	0.6	100	2	27	140
140	0.6	100	2	27	140
140	0.6	100	2	28	140
140	0.6	100	2	27	140
140	0.6	100	2	37	140
140	0.6	100	2	27	140
140	0.6	100	2	25	140
140	0.6	100	2	28	140
140	0.6	100	2	27	140
140	0.6	100	2	27	140
145	0.6	100	2	28	145
145	0.6	100	2	26	145
145	0.6	100	2	29	145
145	0.6	100	2	25	145
145	0.6	100	2	28	145
145	0.6	100	2	30	145
145	0.6	100	2	25	145
145	0.6	100	2	29	145
145	0.6	100	2	27	145
145	0.6	100	2	27	145
145	0.6	100	2	29	145
145	0.6	100	2	26	145
145	0.6	100	2	26	145
145	0.6	100	2	29	145
145	0.6	100	2	28	145
145	0.6	100	2	25	145
145	0.6	100	2	25	145
145	0.6	100	2	31	145
145	0.6	100	2	31	145
145	0.6	100	2	25	145
145	0.6	100	2	23	145
145	0.6	100	2	26	145
145	0.6	100	2	28	145
145	0.6	100	2	25	145
145	0.6	100	2	28	145
145	0.6	100	2	26	145
145	0.6	100	2	31	145
145	0.6	100	2	27	145
145	0.6	100	2	26	145
145	0.6	100	2	26	145
145	0.6	100	2	27	145
145	0.6	100	2	34	145
145	0.6	100	2	30	145
145	0.6	100	2	26	145
145	0.6	100	2	29	145
145	0.6	100	2	28	145
145	0.6	100	2	28	145
145	0.6	100	2	26	145
145	0.6	100	2	27	145
145	0.6	100	2	24	145
145	0.6	100	2	24	145
145	0.6	100	2	27	145
145	0.6	100	2	26	145
145	0.6	100	2	26	145
145	0.6	100	2	26	145
145	0.6	100	2	28	145
145	0.6	100	2	28	145
145	0.6	100	2	23	145
145	0.6	100	2	26	145
145	0.6	100	2	27	145
145	0.6	100	2	28	145
145	0.6	100	2	24	145
145	0.6	100	2	26	145
145	0.6	100	2	28	145
145	0.6	100	2	27	145
145	0.6	100	2	28	145
145	0.6	100	2	27	145
145	0.6	100	2	26	145
145	0.6	100	2	27	145
145	0.6	100	2	28	145
145	0.6	100	2	27	145
145	0.6	100	2	27	145
145	0.6	100	2	27	145
145	0.6	100	2	31	145
145	0.6	100	2	30	145
145	0.6	100	2	26	145
145	0.6	100	2	29	145
145	0.6	100	2	28	145
145	0.6	100	2	26	145
145	0.6	100	2	29	145
145	0.6	100	2	27	145
145	0.6	100	2	26	145
145	0.6	100	2	28	145
145	0.6	100	2	28	145
145	0.6	100	2	25	145
145	0.6	100	2	30	145
145	0.6	100	2	28	145
145	0.6	100	2	28	145
145	0.6	100	2	27	145
145	0.6	100	2	25	145
145	0.6	100	2	40	145
145	0.6	100	2	26	145
145	0.6	100	2	27	145
145	0.6	100	2	30	145
145	0.6	100	2	25	145
145	0.6	100	2	25	145
145	0.6	100	2	24	145
145	0.6	100	2	25	145
145	0.6	100	2	27	145
145	0.6	100	2	27	145
145	0.6	100	2	26	145
145	0.6	100	2	28	145
145	0.6	100	2	27	145
145	0.6	100	2	28	145
145	0.6	100	2	28	145
145	0.6	100	2	29	145
145	0.6	100	2	27	145
145	0.6	100	2	33	145
145	0.6	100	2	27	145
145	0.6	100	2	24	145
150	0.6	100	2	30	150
150	0.6	100	2	24	150
150	0.6	100	2	28	150
150	0.6	100	2	27	150
150	0.6	100	2	29	150
150	0.6	100	2	31	150
150	0.6	100	2	27	150
150	0.6	100	2	30	150
150	0.6	100	2	30	150
150	0.6	100	2	30	150
150	0.6	100	2	35	150
150	0.6	100	2	28	150
150	0.6	100	2	29	150
150	0.6	100	2	27	150
150	0.6	100	2	28	150
150	0.6	100	2	27	150
150	0.6	100	2	27	150
150	0.6	100	2	25	150
150	0.6	100	2	33	150
150	0.6	100	2	24	150
150	0.6	100	2	28	150
150	0.6	100	2	24	150
150	0.6	100	2	26	150
150	0.6	100	2	31	150
150	0.6	100	2	28	150
150	0.6	100	2	29	150
150	0.6	100	2	27	150
150	0.6	100	2	27	150
150	0.6	100	2	35	150
150	0.6	100	2	26	150
150	0.6	100	2	28	150
150	0.6	100	2	22	150
150	0.6	100	2	27	150
150	0.6	100	2	26	150
150	0.6	100	2	29	150
150	0.6	100	2	28	150
150	0.6	100	2	31	150
150	0.6	100	2	29	150
150	0.6	100	2	26	150
150	0.6	100	2	29	150
150	0.6	100	2	26	150
150	0.6	100	2	26	150
150	0.6	100	2	25	150
150	0.6	100	2	27	150
150	0.6	100	2	29	150
150	0.6	100	2	27	150
150	0.6	100	2	25	150
150	0.6	100	2	28	150
150	0.6	100	2	27	150
150	0.6	100	2	26	150
150	0.6	100	2	33	150
150	0.6	100	2	28	150
150	0.6	100	2	29	150
150	0.6	100	2	26	150
150	0.6	100	2	28	150
150	0.6	100	2	28	150
150	0.6	100	2	28	150
150	0.6	100	2	27	150
150	0.6	100	2	27	150
150	0.6	100	2	27	150
150	0.6	100	2	33	150
150	0.6	100	2	28	150
150	0.6	100	2	26	150
150	0.6	100	2	27	150
150	0.6	100	2	26	150
150	0.6	100	2	30	150
150	0.6	100	2	28	150
150	0.6	100	2	48	150
150	0.6	100	2	29	150
150	0.6	100	2	30	150
150	0.6	100	2	28	150
150	0.6	100	2	29	150
150	0.6	100	2	24	150
150	0.6	100	2	29	150
150	0.6	100	2	27	150
150	0.6	100	2	26	150
150	0.6	100	2	33	150
150	0.6	100	2	28	150
150	0.6	100	2	27	150
150	0.6	100	2	29	150
150	0.6	100	2	24	150
150	0.6	100	2	27	150
150	0.6	100	2	35	150
150	0.6	100	2	27	150
150	0.6	100	2	23	150
150	0.6	100	2	25	150
150	0.6	100	2	26	150
150	0.6	100	2	28	150
150	0.6	100	2	38	150
150	0.6	100	2	28	150
150	0.6	100	2	30	150
150	0.6	100	2	29	150
150	0.6	100	2	32	150
150	0.6	100	2	30	150
150	0.6	100	2	29	150
150	0.6	100	2	31	150
150	0.6	100	2	31	150
150	0.6	100	2	29	150
150	0.6	100	2	32	150
150	0.6	100	2	29	150
155	0.6	100	2	28	155
155	0.6	100	2	29	155
155	0.6	100	2	34	155
155	0.6	100	2	30	155
155	0.6	100	2	28	155
155	0.6	100	2	41	155
155	0.6	100	2	32	155
155	0.6	100	2	27	155
155	0.6	100	2	27	155
155	0.6	100	2	27	155
155	0.6	100	2	29	155
155	0.6	100	2	28	155
155	0.6	100	2	33	155
155	0.6	100	2	36	155
155	0.6	100	2	30	155
155	0.6	100	2	33	155
155	0.6	100	2	29	155
155	0.6	100	2	29	155
155	0.6	100	2	30	155
155	0.6	100	2	28	155
155	0.6	100	2	30	155
155	0.6	100	2	28	155
155	0.6	100	2	27	155
155	0.6	100	2	26	155
155	0.6	100	2	29	155
155	0.6	100	2	27	155
155	0.6	100	2	28	155
155	0.6	100	2	30	155
155	0.6	100	2	29	155
155	0.6	100	2	26	155
155	0.6	100	2	29	155
155	0.6	100	2	30	155
155	0.6	100	2	29	155
155	0.6	100	2	29	155
155	0.6	100	2	38	155
155	0.6	100	2	25	155
155	0.6	100	2	30	155
155	0.6	100	2	26	155
155	0.6	100	2	28	155
155	0.6	100	2	27	155
155	0.6	100	2	32	155
155	0.6	100	2	27	155
155	0.6	100	2	28	155
155	0.6	100	2	29	155
155	0.6	100	2	25	155
155	0.6	100	2	27	155
155	0.6	100	2	26	155
155	0.6	100	2	38	155
155	0.6	100	2	27	155
155	0.6	100	2	28	155
155	0.6	100	2	26	155
155	0.6	100	2	30	155
155	0.6	100	2	31	155
155	0.6	100	2	31	155
155	0.6	100	2	32	155
155	0.6	100	2	28	155
155	0.6	100	2	31	155
155	0.6	100	2	28	155
155	0.6	100	2	28	155
155	0.6	100	2	32	155
155	0.6	100	2	27	155
155	0.6	100	2	28	155
155	0.6	100	2	28	155
155	0.6	100	2	26	155
155	0.6	100	2	25	155
155	0.6	100	2	26	155
155	0.6	100	2	28	155
155	0.6	100	2	28	155
155	0.6	100	2	27	155
155	0.6	100	2	27	155
155	0.6	100	2	27	155
155	0.6	100	2	29	155
155	0.6	100	2	27	155
155	0.6	100	2	26	155
155	0.6	100	2	28	155
155	0.6	100	2	27	155
155	0.6	100	2	28	155
155	0.6	100	2	25	155
155	0.6	100	2	30	155
155	0.6	100	2	23	155
155	0.6	100	2	27	155
155	0.6	100	2	30	155
155	0.6	100	2	27	155
155	0.6	100	2	28	155
155	0.6	100	2	32	155
155	0.6	100	2	31	155
155	0.6	100	2	29	155
155	0.6	100	2	29	155
155	0.6	100	2	26	155
155	0.6	100	2	28	155
155	0.6	100	2	27	155
155	0.6	100	2	27	155
155	0.6	100	2	28	155
155	0.6	100	2	27	155
155	0.6	100	2	29	155
155	0.6	100	2	29	155
155	0.6	100	2	28	155
155	0.6	100	2	29	155
155	0.6	100	2	30	155
155	0.6	100	2	30	155
160	0.6	100	2	25	160
160	0.6	100	2	32	160
160	0.6	100	2	29	160
160	0.6	100	2	30	160
160	0.6	100	2	27	160
160	0.6	100	2	33	160
160	0.6	100	2	29	160
160	0.6	100	2	41	160
160	0.6	100	2	25	160
160	0.6	100	2	29	160
160	0.6	100	2	33	160
160	0.6	100	2	32	160
160	0.6	100	2	30	160
160	0.6	100	2	25	160
160	0.6	100	2	31	160
160	0.6	100	2	28	160
160	0.6	100	2	29	160
160	0.6	100	2	27	160
160	0.6	100	2	28	160
160	0.6	100	2	29	160
160	0.6	100	2	29	160
160	0.6	100	2	36	160
160	0.6	100	2	29	160
160	0.6	100	2	29	160
160	0.6	100	2	26	160
160	0.6	100	2	30	160
160	0.6	100	2	31	160
160	0.6	100	2	28	160
160	0.6	100	2	29	160
160	0.6	100	2	29	160
160	0.6	100	2	30	160
160	0.6	100	2	30	160
160	0.6	100	2	32	160
160	0.6	100	2	27	160
160	0.6	100	2	37	160
160	0.6	100	2	28	160
160	0.6	100	2	28	160
160	0.6	100	2	29	160
160	0.6	100	2	32	160
160	0.6	100	2	26	160
160	0.6	100	2	37	160
160	0.6	100	2	30	160
160	0.6	100	2	31	160
160	0.6	100	2	33	160
160	0.6	100	2	28	160
160	0.6	100	2	27	160
160	0.6	100	2	31	160
160	0.6	100	2	29	160
160	0.6	100	2	28	160
160	0.6	100	2	28	160
160	0.6	100	2	28	160
160	0.6	100	2	31	160
160	0.6	100	2	30	160
160	0.6	100	2	30	160
160	0.6	100	2	31	160
160	0.6	100	2	26	160
160	0.6	100	2	30	160
160	0.6	100	2	31	160
160	0.6	100	2	36	160
160	0.6	100	2	29	160
160	0.6	100	2	27	160
160	0.6	100	2	27	160
160	0.6	100	2	30	160
160	0.6	100	2	32	160
160	0.6	100	2	26	160
160	0.6	100	2	27	160
160	0.6	100	2	29	160
160	0.6	100	2	32	160
160	0.6	100	2	29	160
160	0.6	100	2	28	160
160	0.6	100	2	28	160
160	0.6	100	2	30	160
160	0.6	100	2	29	160
160	0.6	100	2	28	160
160	0.6	100	2	29	160
160	0.6	100	2	29	160
160	0.6	100	2	28	160
160	0.6	100	2	29	160
160	0.6	100	2	31	160
160	0.6	100	2	30	160
160	0.6	100	2	27	160
160	0.6	100	2	26	160
160	0.6	100	2	31	160
160	0.6	100	2	29	160
160	0.6	100	2	26	160
160	0.6	100	2	26	160
160	0.6	100	2	31	160
160	0.6	100	2	28	160
160	0.6	100	2	33	160
